"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4"
2080071018,"09","کارگر باغداري",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,762,0,"user7",NA,"user7",NA
2080071004,"09","کارگر باغداري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,515,0,"user7",NA,"user7",NA
2080071012,"09","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,567,0,"user7",NA,"user7",NA
2080071013,"09","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,423,0,"user7",NA,"user7",NA
2080071006,"09","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,348,0,"Admin",NA,"Admin",NA
2080027174,"10","کارگر باغداري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,653,0,"user7",NA,"user7",NA
2080027167,"10","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,514,2,"user7",NA,"user7",NA
2080027172,"10","کارگر باغداري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,532,0,"user7",NA,"user7",NA
2080027171,"10","کارگر باغداري",1,2,NA,1,NA,1,NA,NA,NA,"093528","169",5,584,0,"user7",NA,"user7",NA
2080027178,"10","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,593,1,"user7",NA,"user7",NA
2080119007,"09","زراعتکار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,799,0,"user4",NA,"user4","user4"
2080055144,"08","کارگر ساختمان",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,796,0,"user6",NA,"user6",NA
2080055146,"08","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,742,0,"user6",NA,"user6",NA
2080055150,"08","کارگر ساختمان",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,4,780,0,"user6",NA,"user6",NA
2080055156,"08","داراي درآمد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,533,0,"user6",NA,"user6",NA
2080055152,"08","داراي درآمد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,768,0,"user6",NA,"user6",NA
2080131251,"09","راننده وانت (حمل بار",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,4,999,0,"user4",NA,"user4","user4"
2080131252,"09","زراعتکار",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,4,818,0,"user4",NA,"user4","user4"
2080035186,"09","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,621,0,"user4",NA,"user4","user4"
2080131263,"09","کارگر ساختمان",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1072,0,"user4",NA,"user4","user4"
