"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDesc","Jaygozin","JaygozinDesc1","JaygozinDesc2","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4"
1190026060,"05","داراي درامد بدون کار",1,1,NA,1,1,NA,"000003","059",4,652,0,"Admin",NA,"Admin",NA
1190110115,"05","بسته بند",1,1,NA,2,NA,NA,NA,NA,5,1065,0,"Admin",NA,"Admin",NA
1190110121,"05","از کار افتاده",1,1,NA,1,1,NA,"000006","120",4,1022,0,"Admin",NA,"Admin",NA
1190110116,"05","داراي درامد بدون کار",1,1,NA,1,1,NA,"000006","117",4,813,0,"Admin",NA,"Admin",NA
1190110125,"05","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,863,0,"Admin",NA,"Admin",NA
1190110123,"05","خواروبار فروش",1,1,NA,1,1,NA,"000006","122",4,891,0,"Admin",NA,"Admin",NA
1190102015,"06","طلا فروشي",1,1,NA,1,4,NA,"000001","014",4,950,0,"Admin",NA,"Admin",NA
1190102002,"06","کارگر قسمت رنگرزي",1,1,NA,1,1,NA,"000001","003",5,658,0,"Admin",NA,"Admin",NA
1190102011,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,957,0,"Admin",NA,"Admin",NA
1190102006,"06","داراي درامد بدون کار",1,1,NA,1,2,NA,"000001","004",5,973,0,"Admin",NA,"Admin",NA
1190030098,"06","خواروبار فروش",1,1,NA,2,NA,NA,NA,NA,4,929,0,"Admin",NA,"Admin",NA
1190102008,"06",NA,NA,2,NA,2,NA,NA,NA,NA,3,1,0,"Admin",NA,NA,NA
1190030104,"06","مغني",1,1,NA,2,NA,NA,NA,NA,5,935,0,"Admin",NA,"Admin",NA
1190030100,"06","زراعتکار",1,1,NA,2,NA,NA,NA,NA,5,993,0,"Admin",NA,"Admin",NA
1190030110,"06","اموزگار",1,1,NA,2,NA,NA,NA,NA,4,1378,0,"Admin",NA,"Admin",NA
1190030107,"06","حوادث اداره برق",1,1,NA,1,1,NA,"000020","108",4,1189,0,"Admin",NA,"Admin",NA
1190006214,"06","نقاشي اتومبيل",1,1,NA,1,1,NA,"000022","216",5,979,0,"Admin",NA,"Admin",NA
1190006219,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,709,0,"Admin",NA,"Admin",NA
1190006211,"06","داراي درامد بدون کار",1,1,NA,1,1,NA,"000022","212",4,948,0,"Admin",NA,"Admin",NA
1190006210,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,1173,0,"Admin",NA,"Admin",NA
1190006206,"06",NA,NA,2,"1",2,NA,NA,NA,NA,5,0,0,"Admin",NA,"Admin",NA
1190042143,"06","زنبوردار",1,1,NA,2,NA,NA,NA,NA,5,933,0,"Admin",NA,"Admin",NA
1190042151,"06","نظافتچي",1,1,NA,1,1,NA,"000003","152",5,650,0,"Admin",NA,"Admin",NA
1190042148,"06","زراعتکار",1,1,NA,1,1,NA,"000003","149",4,819,0,"Admin",NA,"Admin",NA
1190042154,"06","راننده تاکسي",1,1,NA,2,NA,NA,NA,NA,5,612,0,"Admin",NA,"Admin",NA
1190042147,"06","کارگر ساختماني",1,1,NA,2,NA,NA,NA,NA,4,408,1,"Admin",NA,"Admin",NA
1190090063,"06","داراي درامد بدون کار",1,1,NA,1,1,NA,"000002","062",5,750,0,"Admin",NA,"Admin",NA
1190090061,"06","از کار افتا ده",1,1,NA,2,NA,NA,NA,NA,5,62,0,"Admin",NA,"Admin",NA
1190090054,"06","داراي درامد بدون کار",1,1,NA,1,1,NA,"000002","053",5,997,0,"Admin",NA,"Admin",NA
1190090056,"06","راننده کاميون",1,1,NA,2,NA,NA,NA,NA,5,752,0,"Admin",NA,"Admin",NA
1190090066,"06","کارگر ساختماني",1,1,NA,2,NA,NA,NA,NA,5,504,0,"Admin","Admin","Admin",NA
1190126330,"06","بنا",1,1,NA,2,NA,NA,NA,NA,5,1043,0,"Admin",NA,"Admin",NA
1190126342,"06","داراي درامد بدون کار",1,1,NA,1,1,NA,"000061","344",4,1044,0,"Admin",NA,"Admin",NA
1190126340,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,4,866,0,"Admin",NA,"Admin",NA
1190126337,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,4,734,0,"Admin",NA,"Admin",NA
1190126333,"06","دارا ي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,4,1171,0,"Admin",NA,"Admin",NA
